CPSE,Material_Code,Material_Description,Material_Category,Material_Type,Specification,Material_Grade,Size,Length,Diameter,Coating,Unit,Manufacturer,Manufacturer_Part_No,Plant,Material_Status,Annual_Consumption,Last_Purchase_Date,Normalized_Description,Normalized_Specification,Normalized_Material_Grade,Normalized_Size,Normalized_Coating,Normalized_Manufacturer,Normalized_Manufacturer_Part_No,Normalized_Unit,Normalization_Changed,Normalization_Rule_Count,Normalization_Rules_Applied
ONGC,ONGC-394463,HYDRAULIC HOSE 1 in,Hoses,Hydraulic Hose,SAE 100 R2; 1 in; 5000 mm,Synthetic Rubber,1 in,5000 mm,,Rubber,MTR,Precision Fasteners,PRE-338-38,Mumbai Offshore,Active,12566,2023-12-17,hydraulic hose 1 in,sae 100 r2; 1 in; 5000 mm,synthetic rubber,1 in,rubber,Precision Fasteners,PRE-338-38,MTR,True,1,LOWERCASE_TEXT
ONGC,ONGC-338156,GEAR OIL EP 90,Lubricants,Lubricant,IS 10522; EP 90,Mineral Oil,EP 90,,,,LTR,Metro Pumps & Valves,MET-402-19,Mumbai Offshore,Active,14913,2026-01-23,gear oil ep 90,is 10522; ep 90,mineral oil,ep 90,,Metro Pumps & Valves,MET-402-19,LTR,True,1,LOWERCASE_TEXT
ONGC,ONGC-991764,GATE VALVE 4 in API 600,Valves,Gate Valve,API 600; 4 in; ASTM A216 WCB,ASTM A216 WCB,4 in,,,Painted,NOS,ABC Industrial Products,ABC-404-44,Mehsana Asset,Active,18554,2025-11-02,gate valve 4 in api 600,api 600; 4 in; astm a216 wcb,astm a216 wcb,4 in,painted,ABC Industrial Products,ABC-404-44,NOS,True,1,LOWERCASE_TEXT
HPCL,HPCL-368092,DEEP GROOVE BEARING 6202,Bearings,Ball Bearing,ISO 15; Bearing 6202,Chrome Steel,6202,,,,NOS,Metro Pumps & Valves,MET-350-45,Mumbai Refinery,Active,15117,2025-08-28,deep groove bearing 6202,iso 15; bearing 6202,chrome steel,6202,,Metro Pumps & Valves,MET-350-45,NOS,True,1,LOWERCASE_TEXT
CPCL,CPCL-483074,XLPE CABLE 16 sq mm,Electrical,Cable,IS 7098; 16 sq mm; 100 m,XLPE Aluminium,16 sq mm,100 mm,,PVC,MTR,Supreme Engineering,SUP-831-12,Manali Terminal,Inactive,5600,2025-08-12,xlpe cable 16 sq mm,is 7098; 16 sq mm; 100 m,xlpe aluminium,16 sq mm,pvc,Supreme Engineering,SUP-831-12,MTR,True,1,LOWERCASE_TEXT
ONGC,ONGC-555280,POWER CABLE 16 sq mm XLPE Aluminium,Electrical,Cable,IS 7098; 16 sq mm; 100 m,XLPE Aluminium,16 sq mm,100 mm,,PVC,MTR,Prime Electricals,PRI-640-67,Mumbai Offshore,Active,11917,2025-11-20,power cable 16 sq mm xlpe aluminium,is 7098; 16 sq mm; 100 m,xlpe aluminium,16 sq mm,pvc,Prime Electricals,PRI-640-67,MTR,True,1,LOWERCASE_TEXT
IOCL,IOCL-665112,GATE VALVE 6 in API 600,Valves,Gate Valve,API 600; 6 in; ASTM A216 WCB,ASTM A216 WCB,6 in,,,Painted,NOS,Shree Valves & Fittings,SHR-107-49,Panipat Refinery,Active,14533,2024-05-06,gate valve 6 in api 600,api 600; 6 in; astm a216 wcb,astm a216 wcb,6 in,painted,Shree Valves & Fittings,SHR-107-49,NOS,True,1,LOWERCASE_TEXT
ONGC,ONGC-634915,HEX NUT M8 GALVANIZED,Fasteners,Nut,IS 1364; M8; Galvanized,Carbon Steel,M8,,,Galvanized,NOS,Bharat Industrial Works,BHA-881-91,Ahmedabad Asset,Active,116,2025-08-10,hexagonal nut m8 galvanized,is 1364; m8; galvanized,carbon steel,m8,galvanized,Bharat Industrial Works,BHA-881-91,NOS,True,2,LOWERCASE_TEXT;ABBREVIATION_EXPANSION
ONGC,ONGC-515356,HIGH PRESSURE HYDRAULIC HOSE 1/2 in,Hoses,Hydraulic Hose,SAE 100 R2; 1/2 in; 5000 mm,Synthetic Rubber,1/2 in,5000 mm,,Rubber,MTR,Prime Electricals,PRI-349-89,Mehsana Asset,Inactive,11547,2025-11-29,high pressure hydraulic hose 1/2 in,sae 100 r2; 1/2 in; 5000 mm,synthetic rubber,1/2 in,rubber,Prime Electricals,PRI-349-89,MTR,True,1,LOWERCASE_TEXT
CPCL,CPCL-433402,90 DEGREE ELBOW 2 in ASME B16.9,Pipes & Fittings,Elbow,ASME B16.9; 2 in; ASTM A234 WPB,ASTM A234 WPB,2 in,,,Bare,MTR,Prime Electricals,PRI-616-81,Chennai Refinery,Inactive,17428,2025-03-26,90 degree elbow 2 in asme b16.9,asme b16.9; 2 in; astm a234 wpb,astm a234 wpb,2 in,bare,Prime Electricals,PRI-616-81,MTR,True,1,LOWERCASE_TEXT
HPCL,HPCL-433121,POWER CABLE 10 sq mm XLPE Copper,Electrical,Cable,IS 7098; 10 sq mm; 500 m,XLPE Copper,10 sq mm,500 mm,,PVC,MTR,Metro Pumps & Valves,MET-352-82,Visakh Refinery,Active,12773,2026-01-13,power cable 10 sq mm xlpe copper,is 7098; 10 sq mm; 500 m,xlpe copper,10 sq mm,pvc,Metro Pumps & Valves,MET-352-82,MTR,True,1,LOWERCASE_TEXT
HPCL,HPCL-888599,BALL VALVE 2 in API 608,Valves,Ball Valve,API 608; 2 in; SS 316,SS 316,2 in,,,SS,NOS,Precision Fasteners,PRE-373-12,Mumbai Refinery,Active,24414,2024-02-17,ball valve 2 in api 608,api 608; 2 in; ss 316,ss 316,2 in,ss,Precision Fasteners,PRE-373-12,NOS,True,1,LOWERCASE_TEXT
HPCL,HPCL-986199,BEARING NO 6207,Bearings,Ball Bearing,ISO 15; Bearing 6207,Chrome Steel,6207,,,,NOS,Hindustan Mechanical,HIN-985-18,Vishakha Terminal,Active,14998,2025-11-22,bearing number 6207,iso 15; bearing 6207,chrome steel,6207,,Hindustan Mechanical,HIN-985-18,NOS,True,2,LOWERCASE_TEXT;ABBREVIATION_EXPANSION
HPCL,HPCL-705578,BALL BEARING 6203,Bearings,Ball Bearing,ISO 15; Bearing 6203,Chrome Steel,6203,,,,NOS,Larsen Engineering,LAR-923-66,Mumbai Refinery,Active,16630,2026-08-10,ball bearing 6203,iso 15; bearing 6203,chrome steel,6203,,Larsen Engineering,LAR-923-66,NOS,True,1,LOWERCASE_TEXT
IOCL,IOCL-834817,WELD NECK FLANGE 2 in ASME B16.5,Pipes & Fittings,Flange,ASME B16.5; 2 in; ASTM A105,ASTM A105,2 in,,,Bare,MTR,Hindustan Mechanical,HIN-221-84,Panipat Refinery,Active,4976,2025-02-14,weld neck flange 2 in asme b16.5,asme b16.5; 2 in; astm a105,astm a105,2 in,bare,Hindustan Mechanical,HIN-221-84,MTR,True,1,LOWERCASE_TEXT
IOCL,IOCL-740675,RTD SENSOR 4-wire,Instrumentation,Temperature Sensor,IEC 60751; 4-wire; 300 mm,Pt100,4-wire,300 mm,6 mm,SS,NOS,Apex Industrial Systems,APE-541-59,Mathura Refinery,Active,5821,2026-04-26,rtd sensor 4-wire,iec 60751; 4-wire; 300 mm,pt100,4-wire,ss,Apex Industrial Systems,APE-541-59,NOS,True,1,LOWERCASE_TEXT
ONGC,ONGC-807555,BOURDON PRESSURE GAUGE 0-40 bar,Instrumentation,Pressure Gauge,EN 837-1; Range 0-40 bar,SS 304,0-40 bar,,,SS,NOS,Supreme Engineering,SUP-667-55,Mehsana Asset,Active,24470,2023-12-30,bourdon pressure gauge 0-40 bar,en 837-1; range 0-40 bar,ss 304,0-40 bar,ss,Supreme Engineering,SUP-667-55,NOS,True,1,LOWERCASE_TEXT
CPCL,CPCL-387794,HEX BOLT M10 X 60 MM GALVANIZED,Fasteners,Bolt,IS 1363; M10 x 60 mm; Galvanized,Carbon Steel,M10,60 mm,12 mm,Galvanized,NOS,Metro Pumps & Valves,MET-990-25,Manali Terminal,Active,5870,2026-08-03,hexagonal bolt m10 x 60 mm galvanized,is 1363; m10 x 60 mm; galvanized,carbon steel,m10,galvanized,Metro Pumps & Valves,MET-990-25,NOS,True,2,LOWERCASE_TEXT;ABBREVIATION_EXPANSION
ONGC,ONGC-442916,SEAMLESS STEEL PIPE 4 in ASTM A106 Gr.B,Pipes & Fittings,Pipe,API 5L; 4 in; ASTM A106 Gr.B,ASTM A106 Gr.B,4 in,6000 mm,,Bare,MTR,Metro Pumps & Valves,MET-668-54,Mehsana Asset,Active,22789,2024-12-04,seamless steel pipe 4 in astm a106 gr.b,api 5l; 4 in; astm a106 gr.b,astm a106 gr.b,4 in,bare,Metro Pumps & Valves,MET-668-54,MTR,True,1,LOWERCASE_TEXT
CPCL,CPCL-971523,BEARING NO 6206,Bearings,Ball Bearing,ISO 15; Bearing 6206,Chrome Steel,6206,,,,NOS,Supreme Engineering,SUP-760-90,Manali Terminal,Active,15066,2026-05-22,bearing number 6206,iso 15; bearing 6206,chrome steel,6206,,Supreme Engineering,SUP-760-90,NOS,True,2,LOWERCASE_TEXT;ABBREVIATION_EXPANSION
IOCL,IOCL-529654,BALL BEARING 6203,Bearings,Ball Bearing,ISO 15; Bearing 6203,Chrome Steel,6203,,,,NOS,Hindustan Mechanical,HIN-304-64,Panipat Refinery,Active,18785,2026-06-08,ball bearing 6203,iso 15; bearing 6203,chrome steel,6203,,Hindustan Mechanical,HIN-304-64,NOS,True,1,LOWERCASE_TEXT
HPCL,HPCL-765685,HYDRAULIC HOSE 3/4 in,Hoses,Hydraulic Hose,SAE 100 R2; 3/4 in; 1000 mm,Synthetic Rubber,3/4 in,1000 mm,,Rubber,MTR,Hindustan Mechanical,HIN-420-52,Visakh Refinery,Active,24628,2025-09-13,hydraulic hose 3/4 in,sae 100 r2; 3/4 in; 1000 mm,synthetic rubber,3/4 in,rubber,Hindustan Mechanical,HIN-420-52,MTR,True,1,LOWERCASE_TEXT
ONGC,ONGC-587360,POWER CABLE 25 sq mm XLPE Aluminium,Electrical,Cable,IS 7098; 25 sq mm; 100 m,XLPE Aluminium,25 sq mm,100 mm,,PVC,MTR,Supreme Engineering,SUP-884-62,Ahmedabad Asset,Active,2541,2024-04-12,power cable 25 sq mm xlpe aluminium,is 7098; 25 sq mm; 100 m,xlpe aluminium,25 sq mm,pvc,Supreme Engineering,SUP-884-62,MTR,True,1,LOWERCASE_TEXT
IOCL,IOCL-472943,HEX NUT M16 GALVANIZED,Fasteners,Nut,IS 1364; M16; Galvanized,Carbon Steel,M16,,,Galvanized,NOS,Metro Pumps & Valves,MET-138-49,Paradip Refinery,Active,21196,2024-10-27,hexagonal nut m16 galvanized,is 1364; m16; galvanized,carbon steel,m16,galvanized,Metro Pumps & Valves,MET-138-49,NOS,True,2,LOWERCASE_TEXT;ABBREVIATION_EXPANSION
HPCL,HPCL-919769,BALL BEARING 6209,Bearings,Ball Bearing,ISO 15; Bearing 6209,Chrome Steel,6209,,,,NOS,ABC Industrial Products,ABC-582-94,Vishakha Terminal,Active,21197,2026-09-05,ball bearing 6209,iso 15; bearing 6209,chrome steel,6209,,ABC Industrial Products,ABC-582-94,NOS,True,1,LOWERCASE_TEXT
CPCL,CPCL-884210,PRESSURE RELIEF VALVE 3 in SS 316,Safety,Safety Valve,API 526; 3 in; SS 316,SS 316,3 in,,,SS,NOS,National Bearing Works,NAT-683-89,Manali Terminal,Active,4566,2024-05-24,pressure relief valve 3 in stainless steel 316,api 526; 3 in; ss 316,ss 316,3 in,ss,National Bearing Works,NAT-683-89,NOS,True,2,LOWERCASE_TEXT;ABBREVIATION_EXPANSION
CPCL,CPCL-642294,HEX NUT M16 GALVANIZED,Fasteners,Nut,IS 1364; M16; Galvanized,Carbon Steel,M16,,,Galvanized,NOS,Prime Electricals,PRI-471-74,Chennai Refinery,Active,14110,2024-02-05,hexagonal nut m16 galvanized,is 1364; m16; galvanized,carbon steel,m16,galvanized,Prime Electricals,PRI-471-74,NOS,True,2,LOWERCASE_TEXT;ABBREVIATION_EXPANSION
CPCL,CPCL-527997,PROCESS PUMP 50 mm,Pumps,Centrifugal Pump,API 610; 50 mm; SS 316,SS 316,50 mm,,,Painted,NOS,Precision Fasteners,PRE-146-13,Chennai Refinery,Active,11518,2024-09-04,process pump 50 mm,api 610; 50 mm; ss 316,ss 316,50 mm,painted,Precision Fasteners,PRE-146-13,NOS,True,1,LOWERCASE_TEXT
HPCL,HPCL-510614,XLPE CABLE 25 sq mm,Electrical,Cable,IS 7098; 25 sq mm; 500 m,XLPE Aluminium,25 sq mm,500 mm,,PVC,MTR,Bharat Industrial Works,BHA-683-94,Mumbai Refinery,Active,5222,2024-04-05,xlpe cable 25 sq mm,is 7098; 25 sq mm; 500 m,xlpe aluminium,25 sq mm,pvc,Bharat Industrial Works,BHA-683-94,MTR,True,1,LOWERCASE_TEXT
ONGC,ONGC-840970,WASHER M8 GALVANIZED,Fasteners,Washer,IS 2016; M8; Galvanized,Carbon Steel,M8,,,Galvanized,NOS,Apex Industrial Systems,APE-648-91,Mumbai Offshore,Active,9179,2024-06-06,washer m8 galvanized,is 2016; m8; galvanized,carbon steel,m8,galvanized,Apex Industrial Systems,APE-648-91,NOS,True,1,LOWERCASE_TEXT
ONGC,ONGC-159636,16 sq mm SQ MM POWER CABLE,Electrical,Cable,IS 7098; 16 sq mm; 500 m,XLPE Aluminium,16 sq mm,500 mm,,PVC,MTR,Larsen Engineering,LAR-547-81,Ahmedabad Asset,Active,4432,2025-11-27,16 sq mm sq mm power cable,is 7098; 16 sq mm; 500 m,xlpe aluminium,16 sq mm,pvc,Larsen Engineering,LAR-547-81,MTR,True,1,LOWERCASE_TEXT
CPCL,CPCL-594216,PRESSURE GAUGE 0-40 bar,Instrumentation,Pressure Gauge,EN 837-1; Range 0-40 bar,SS 304,0-40 bar,,,SS,NOS,Bharat Industrial Works,BHA-921-98,Chennai Refinery,Active,9103,2026-04-24,pressure gauge 0-40 bar,en 837-1; range 0-40 bar,ss 304,0-40 bar,ss,Bharat Industrial Works,BHA-921-98,NOS,True,1,LOWERCASE_TEXT
HPCL,HPCL-553769,GLOBE VALVE 3 in API 623,Valves,Globe Valve,API 623; 3 in; ASTM A216 WCB,ASTM A216 WCB,3 in,,,Painted,NOS,Hindustan Mechanical,HIN-365-53,Mumbai Refinery,Active,3381,2026-07-18,globe valve 3 in api 623,api 623; 3 in; astm a216 wcb,astm a216 wcb,3 in,painted,Hindustan Mechanical,HIN-365-53,NOS,True,1,LOWERCASE_TEXT
IOCL,IOCL-788698,4 sq mm SQ MM POWER CABLE,Electrical,Cable,IS 7098; 4 sq mm; 500 m,XLPE Copper,4 sq mm,500 mm,,PVC,MTR,Hindustan Mechanical,HIN-389-31,Paradip Refinery,Active,18864,2025-01-07,4 sq mm sq mm power cable,is 7098; 4 sq mm; 500 m,xlpe copper,4 sq mm,pvc,Hindustan Mechanical,HIN-389-31,MTR,True,1,LOWERCASE_TEXT
HPCL,HPCL-722805,HEX NUT M20 ZINC PLATED,Fasteners,Nut,IS 1364; M20; Zinc Plated,Carbon Steel,M20,,,Zinc Plated,NOS,Hindustan Mechanical,HIN-907-52,Vishakha Terminal,Blocked,2145,2024-04-22,hexagonal nut m20 zinc plated,is 1364; m20; zinc plated,carbon steel,m20,zinc plated,Hindustan Mechanical,HIN-907-52,NOS,True,2,LOWERCASE_TEXT;ABBREVIATION_EXPANSION
CPCL,CPCL-938142,PRESSURE INDICATOR 0-5 bar,Instrumentation,Pressure Gauge,EN 837-1; Range 0-5 bar,SS 304,0-5 bar,,,SS,NOS,Shree Valves & Fittings,SHR-296-13,Chennai Refinery,Active,20065,2026-08-10,pressure indicator 0-5 bar,en 837-1; range 0-5 bar,ss 304,0-5 bar,ss,Shree Valves & Fittings,SHR-296-13,NOS,True,1,LOWERCASE_TEXT
ONGC,ONGC-311955,EP GEAR OIL ISO VG 320,Lubricants,Lubricant,IS 10522; ISO VG 320,Mineral Oil,ISO VG 320,,,,LTR,Supreme Engineering,SUP-636-39,Mehsana Asset,Active,10978,2026-01-22,ep gear oil iso vg 320,is 10522; iso vg 320,mineral oil,iso vg 320,,Supreme Engineering,SUP-636-39,LTR,True,1,LOWERCASE_TEXT
IOCL,IOCL-481306,CARTRIDGE FUSE 63 A,Electrical,Fuse,IS 13703; 63 A,Ceramic,63 A,,,,MTR,Apex Industrial Systems,APE-434-94,Paradip Refinery,Inactive,4474,2025-01-22,cartridge fuse 63 a,is 13703; 63 a,ceramic,63 a,,Apex Industrial Systems,APE-434-94,MTR,True,1,LOWERCASE_TEXT
HPCL,HPCL-224585,WELD NECK FLANGE 6 in ASME B16.5,Pipes & Fittings,Flange,ASME B16.5; 6 in; ASTM A105,ASTM A105,6 in,,,Bare,MTR,ABC Industrial Products,ABC-742-21,Visakh Refinery,Active,11049,2024-10-21,weld neck flange 6 in asme b16.5,asme b16.5; 6 in; astm a105,astm a105,6 in,bare,ABC Industrial Products,ABC-742-21,MTR,True,1,LOWERCASE_TEXT
CPCL,CPCL-182622,WELD NECK FLANGE 2 in ASME B16.5,Pipes & Fittings,Flange,ASME B16.5; 2 in; ASTM A105,ASTM A105,2 in,,,Bare,MTR,Larsen Engineering,LAR-262-73,Manali Terminal,Inactive,23268,2026-02-01,weld neck flange 2 in asme b16.5,asme b16.5; 2 in; astm a105,astm a105,2 in,bare,Larsen Engineering,LAR-262-73,MTR,True,1,LOWERCASE_TEXT
HPCL,HPCL-304737,HYD HOSE 1 in 1000 MM,Hoses,Hydraulic Hose,SAE 100 R2; 1 in; 1000 mm,Synthetic Rubber,1 in,1000 mm,,Rubber,MTR,National Bearing Works,NAT-987-65,Mumbai Refinery,Active,10655,2024-10-25,hyd hose 1 in 1000 mm,sae 100 r2; 1 in; 1000 mm,synthetic rubber,1 in,rubber,National Bearing Works,NAT-987-65,MTR,True,1,LOWERCASE_TEXT
HPCL,HPCL-997636,CARTRIDGE FUSE 2 A,Electrical,Fuse,IS 13703; 2 A,Ceramic,2 A,,,,MTR,Prime Electricals,PRI-446-14,Visakh Refinery,Active,7685,2025-10-31,cartridge fuse 2 a,is 13703; 2 a,ceramic,2 a,,Prime Electricals,PRI-446-14,MTR,True,1,LOWERCASE_TEXT
ONGC,ONGC-174669,DEEP GROOVE BEARING 6202,Bearings,Ball Bearing,ISO 15; Bearing 6202,Chrome Steel,6202,,,,NOS,Eastern Cables,EAS-844-85,Mehsana Asset,Active,39,2025-08-17,deep groove bearing 6202,iso 15; bearing 6202,chrome steel,6202,,Eastern Cables,EAS-844-85,NOS,True,1,LOWERCASE_TEXT
ONGC,ONGC-435255,PROCESS PUMP 80 mm,Pumps,Centrifugal Pump,API 610; 80 mm; SS 316,SS 316,80 mm,,,Painted,NOS,Larsen Engineering,LAR-296-62,Mumbai Offshore,Active,24098,2025-01-18,process pump 80 mm,api 610; 80 mm; ss 316,ss 316,80 mm,painted,Larsen Engineering,LAR-296-62,NOS,True,1,LOWERCASE_TEXT
ONGC,ONGC-977996,PIPE 3 in ASTM A106 Gr.B,Pipes & Fittings,Pipe,API 5L; 3 in; ASTM A106 Gr.B,ASTM A106 Gr.B,3 in,3000 mm,,Black,MTR,National Bearing Works,NAT-399-90,Mumbai Offshore,Inactive,5378,2025-12-01,pipe 3 in astm a106 gr.b,api 5l; 3 in; astm a106 gr.b,astm a106 gr.b,3 in,black,National Bearing Works,NAT-399-90,MTR,True,1,LOWERCASE_TEXT
ONGC,ONGC-222400,CARTRIDGE FUSE 2 A,Electrical,Fuse,IS 13703; 2 A,Ceramic,2 A,,,,MTR,Bharat Industrial Works,BHA-440-18,Mumbai Offshore,Active,1672,2024-04-10,cartridge fuse 2 a,is 13703; 2 a,ceramic,2 a,,Bharat Industrial Works,BHA-440-18,MTR,True,1,LOWERCASE_TEXT
ONGC,ONGC-781955,FLANGE 2 in ASTM A105,Pipes & Fittings,Flange,ASME B16.5; 2 in; ASTM A105,ASTM A105,2 in,,,Bare,MTR,Hindustan Mechanical,HIN-595-58,Mehsana Asset,Inactive,12566,2024-09-27,flange 2 in astm a105,asme b16.5; 2 in; astm a105,astm a105,2 in,bare,Hindustan Mechanical,HIN-595-58,MTR,True,1,LOWERCASE_TEXT
IOCL,IOCL-198637,HORIZONTAL CENTRIFUGAL PUMP 40 mm,Pumps,Centrifugal Pump,API 610; 40 mm; SS 316,SS 316,40 mm,,,Painted,NOS,Hindustan Mechanical,HIN-861-64,Paradip Refinery,Inactive,9352,2024-05-29,horizontal centrifugal pump 40 mm,api 610; 40 mm; ss 316,ss 316,40 mm,painted,Hindustan Mechanical,HIN-861-64,NOS,True,1,LOWERCASE_TEXT
HPCL,HPCL-861323,HEX NUT M16 ZINC PLATED,Fasteners,Nut,IS 1364; M16; Zinc Plated,Carbon Steel,M16,,,Zinc Plated,NOS,Bharat Industrial Works,BHA-692-93,Visakh Refinery,Active,20904,2025-08-19,hexagonal nut m16 zinc plated,is 1364; m16; zinc plated,carbon steel,m16,zinc plated,Bharat Industrial Works,BHA-692-93,NOS,True,2,LOWERCASE_TEXT;ABBREVIATION_EXPANSION
CPCL,CPCL-991601,BALL BEARING 6202,Bearings,Ball Bearing,ISO 15; Bearing 6202,Chrome Steel,6202,,,,NOS,Precision Fasteners,PRE-571-28,Chennai Refinery,Active,19423,2024-08-18,ball bearing 6202,iso 15; bearing 6202,chrome steel,6202,,Precision Fasteners,PRE-571-28,NOS,True,1,LOWERCASE_TEXT
HPCL,HPCL-928970,M10 HEX NUT,Fasteners,Nut,IS 1364; M10; Zinc Plated,Carbon Steel,M10,,,Zinc Plated,NOS,National Bearing Works,NAT-728-38,Mumbai Refinery,Active,5322,2025-10-10,m10 hexagonal nut,is 1364; m10; zinc plated,carbon steel,m10,zinc plated,National Bearing Works,NAT-728-38,NOS,True,2,LOWERCASE_TEXT;ABBREVIATION_EXPANSION
ONGC,ONGC-139396,HYD HOSE 1/2 in 1000 MM,Hoses,Hydraulic Hose,SAE 100 R2; 1/2 in; 1000 mm,Synthetic Rubber,1/2 in,1000 mm,,Rubber,MTR,Bharat Industrial Works,BHA-967-55,Mehsana Asset,Active,4819,2025-10-13,hyd hose 1/2 in 1000 mm,sae 100 r2; 1/2 in; 1000 mm,synthetic rubber,1/2 in,rubber,Bharat Industrial Works,BHA-967-55,MTR,True,1,LOWERCASE_TEXT
CPCL,CPCL-138218,FLOATING BALL VALVE 3 in,Valves,Ball Valve,API 608; 3 in; SS 316,SS 316,3 in,,,SS,NOS,Shree Valves & Fittings,SHR-292-64,Chennai Refinery,Active,8321,2024-06-14,floating ball valve 3 in,api 608; 3 in; ss 316,ss 316,3 in,ss,Shree Valves & Fittings,SHR-292-64,NOS,True,1,LOWERCASE_TEXT
HPCL,HPCL-222985,FLANGE 6 in ASTM A105,Pipes & Fittings,Flange,ASME B16.5; 6 in; ASTM A105,ASTM A105,6 in,,,Bare,MTR,Supreme Engineering,SUP-500-88,Visakh Refinery,Active,3300,2025-05-17,flange 6 in astm a105,asme b16.5; 6 in; astm a105,astm a105,6 in,bare,Supreme Engineering,SUP-500-88,MTR,True,1,LOWERCASE_TEXT
HPCL,HPCL-696751,HORIZONTAL CENTRIFUGAL PUMP 40 mm,Pumps,Centrifugal Pump,API 610; 40 mm; SS 316,SS 316,40 mm,,,Painted,NOS,Hindustan Mechanical,HIN-176-63,Visakh Refinery,Active,20449,2026-08-05,horizontal centrifugal pump 40 mm,api 610; 40 mm; ss 316,ss 316,40 mm,painted,Hindustan Mechanical,HIN-176-63,NOS,True,1,LOWERCASE_TEXT
ONGC,ONGC-620028,35 sq mm SQ MM POWER CABLE,Electrical,Cable,IS 7098; 35 sq mm; 1000 m,XLPE Aluminium,35 sq mm,1000 mm,,PVC,MTR,Bharat Industrial Works,BHA-850-46,Ahmedabad Asset,Blocked,14097,2025-03-12,35 sq mm sq mm power cable,is 7098; 35 sq mm; 1000 m,xlpe aluminium,35 sq mm,pvc,Bharat Industrial Works,BHA-850-46,MTR,True,1,LOWERCASE_TEXT
ONGC,ONGC-305017,HEXAGONAL NUT M8 GALVANIZED,Fasteners,Nut,IS 1364; M8; Galvanized,Carbon Steel,M8,,,Galvanized,NOS,ABC Industrial Products,ABC-761-24,Ahmedabad Asset,Blocked,10332,2024-04-04,hexagonal nut m8 galvanized,is 1364; m8; galvanized,carbon steel,m8,galvanized,ABC Industrial Products,ABC-761-24,NOS,True,1,LOWERCASE_TEXT
CPCL,CPCL-775590,M12 HEX NUT,Fasteners,Nut,IS 1364; M12; Galvanized,Carbon Steel,M12,,,Galvanized,NOS,Apex Industrial Systems,APE-831-28,Manali Terminal,Active,15223,2025-07-20,m12 hexagonal nut,is 1364; m12; galvanized,carbon steel,m12,galvanized,Apex Industrial Systems,APE-831-28,NOS,True,2,LOWERCASE_TEXT;ABBREVIATION_EXPANSION
HPCL,HPCL-897193,BOURDON PRESSURE GAUGE 0-100 bar,Instrumentation,Pressure Gauge,EN 837-1; Range 0-100 bar,SS 304,0-100 bar,,,SS,NOS,Shree Valves & Fittings,SHR-630-97,Vishakha Terminal,Active,22544,2026-06-20,bourdon pressure gauge 0-100 bar,en 837-1; range 0-100 bar,ss 304,0-100 bar,ss,Shree Valves & Fittings,SHR-630-97,NOS,True,1,LOWERCASE_TEXT
HPCL,HPCL-216528,PIPE 4 in ASTM A106 Gr.B,Pipes & Fittings,Pipe,API 5L; 4 in; ASTM A106 Gr.B,ASTM A106 Gr.B,4 in,6000 mm,,Black,MTR,Eastern Cables,EAS-636-96,Vishakha Terminal,Active,21868,2025-12-10,pipe 4 in astm a106 gr.b,api 5l; 4 in; astm a106 gr.b,astm a106 gr.b,4 in,black,Eastern Cables,EAS-636-96,MTR,True,1,LOWERCASE_TEXT
IOCL,IOCL-425580,FLANGE 3 in ASTM A105,Pipes & Fittings,Flange,ASME B16.5; 3 in; ASTM A105,ASTM A105,3 in,,,Bare,MTR,National Bearing Works,NAT-343-89,Panipat Refinery,Inactive,22430,2024-04-05,flange 3 in astm a105,asme b16.5; 3 in; astm a105,astm a105,3 in,bare,National Bearing Works,NAT-343-89,MTR,True,1,LOWERCASE_TEXT
HPCL,HPCL-272907,INDUSTRIAL GEAR LUBRICANT EP 140,Lubricants,Lubricant,IS 10522; EP 140,Mineral Oil,EP 140,,,,LTR,Metro Pumps & Valves,MET-810-67,Vishakha Terminal,Active,6147,2025-10-13,industrial gear lubricant ep 140,is 10522; ep 140,mineral oil,ep 140,,Metro Pumps & Valves,MET-810-67,LTR,True,1,LOWERCASE_TEXT
IOCL,IOCL-329941,BOURDON PRESSURE GAUGE 0-25 bar,Instrumentation,Pressure Gauge,EN 837-1; Range 0-25 bar,SS 304,0-25 bar,,,SS,NOS,Precision Fasteners,PRE-104-29,Paradip Refinery,Active,21418,2024-08-16,bourdon pressure gauge 0-25 bar,en 837-1; range 0-25 bar,ss 304,0-25 bar,ss,Precision Fasteners,PRE-104-29,NOS,True,1,LOWERCASE_TEXT
IOCL,IOCL-284366,SPIRAL GASKET 6 in,Seals,Gasket,ASME B16.20; 6 in; Graphite/SS 316,Graphite/SS 316,6 in,,,SS,NOS,Bharat Industrial Works,BHA-430-45,Paradip Refinery,Active,8461,2024-10-30,spiral gasket 6 in,asme b16.20; 6 in; graphite/ss 316,graphite/ss 316,6 in,ss,Bharat Industrial Works,BHA-430-45,NOS,True,1,LOWERCASE_TEXT
ONGC,ONGC-230545,RTD SENSOR 3-wire,Instrumentation,Temperature Sensor,IEC 60751; 3-wire; 300 mm,Pt100,3-wire,300 mm,10 mm,SS,NOS,Supreme Engineering,SUP-592-20,Ahmedabad Asset,Active,17688,2024-07-30,rtd sensor 3-wire,iec 60751; 3-wire; 300 mm,pt100,3-wire,ss,Supreme Engineering,SUP-592-20,NOS,True,1,LOWERCASE_TEXT
