Material_Code,CPSE,Material_Description,Normalized_Description,Material_Category,Material_Type,Specification,Material_Grade,Size,Length,Diameter,Coating,Unit,EX_material_family,EX_material_type,EX_material_subtype,EX_material,EX_material_grade,EX_size,EX_nominal_size,EX_length,EX_width,EX_height,EX_diameter,EX_thickness,EX_pressure_class,EX_schedule,EX_rating,EX_standard,EX_specification,EX_coating,EX_connection_type,EX_end_type,EX_construction,EX_orientation,EX_bearing_number,EX_manufacturer,EX_manufacturer_part_no,EX_unit,extraction_attribute_count,extraction_has_conflict,extraction_conflicts_detail,extraction_rules_applied,extraction_sources_used
NMDC-410233,NMDC,"ORE CRUSHER HAMMER, Manganese Steel, SIZE M24 x 100","ore crusher hammer, manganese steel, size m24 x 100",Fasteners,Ore Crusher Hammer,IS 4772,Manganese Steel,M24 x 100,100 mm,,,NOS,fastener,,,,Manganese Steel,M24 x 100,,100 mm,,,,,,,,IS 4772,IS 4772,,,,,,,Unbrako,UNB-OCH-M24x100-69,NOS,9,True,size: 'M24 x 100' vs 'M24',FAMILY_FASTENER; GRADE_FROM_STRUCTURED_FIELD; LENGTH_FROM_FIELD; MANUFACTURER_FROM_FIELD; PART_NO_FROM_FIELD; SIZE_FROM_STRUCTURED_FIELD; STANDARD_FROM_SPECIFICATION; UNIT_FROM_FIELD,specification; structured_field
NTPC-200226,NTPC,STORES ITEM 6.6 kV Boiler Feed Pump Motor - Copper Wound,stores item 6.6 kv boiler feed pump motor - copper wound,Electrical,Boiler Feed Pump Motor,IS 12615,Copper Wound,6.6 kV,100 m,,,MTR,electrical,,,,Copper Wound,6.6 kV,,100 m,,,,,,,,IS 12615,IS 12615,,,,,,,Crompton Greaves,CROGRE-BFPM-6.6kV-60,MTR,9,False,,FAMILY_ELECTRICAL; GRADE_FROM_STRUCTURED_FIELD; LENGTH_FROM_FIELD; MANUFACTURER_FROM_FIELD; PART_NO_FROM_FIELD; SIZE_FROM_STRUCTURED_FIELD; STANDARD_FROM_SPECIFICATION; UNIT_FROM_FIELD,specification; structured_field
NMDC-410234,NMDC,M24 x 100 ORE CRUSHER HAMMER - Manganese Steel,m24 x 100 ore crusher hammer - manganese steel,Fasteners,Ore Crusher Hammer,IS 4772,Manganese Steel,M24 x 100,100 mm,,,NOS,fastener,,,,Manganese Steel,M24 x 100,,100 mm,,,,,,,,IS 4772,IS 4772,,,,,,,Precision Fasteners,PREFAS-OCH-M24x100-73,NOS,9,True,size: 'M24 x 100' vs 'M24',FAMILY_FASTENER; GRADE_FROM_STRUCTURED_FIELD; LENGTH_FROM_FIELD; MANUFACTURER_FROM_FIELD; PART_NO_FROM_FIELD; SIZE_FROM_STRUCTURED_FIELD; STANDARD_FROM_SPECIFICATION; UNIT_FROM_FIELD,specification; structured_field
ONGC-100256,ONGC,"MUD PUMP LINER, Alloy Steel, SIZE 6 in","mud pump liner, alloy steel, size 6 in",Pumps,Mud Pump Liner,API 7K,Alloy Steel,6 in,,6 in,,SET,pump,,,,Alloy Steel,6 in,,,,,6 in,,,,,API 7K,API 7K,,,,,,,KSB,KSB-MPL-6in-47,SET,9,False,,DIAMETER_FROM_FIELD; FAMILY_PUMP; GRADE_FROM_STRUCTURED_FIELD; MANUFACTURER_FROM_FIELD; PART_NO_FROM_FIELD; SIZE_INCH; STANDARD_FROM_SPECIFICATION; UNIT_FROM_FIELD,description; specification; structured_field
NMDC-410235,NMDC,Ore Crusher Hammer Manganese Steel M24 x 100,ore crusher hammer manganese steel m24 x 100,Fasteners,Ore Crusher Hammer,IS 4772,Manganese Steel,M24 x 100,100 mm,,,NOS,fastener,,,,Manganese Steel,M24 x 100,,100 mm,,,,,,,,IS 4772,IS 4772,,,,,,,Precision Fasteners,PREFAS-OCH-M24x100-91,NOS,9,True,size: 'M24 x 100' vs 'M24',FAMILY_FASTENER; GRADE_FROM_STRUCTURED_FIELD; LENGTH_FROM_FIELD; MANUFACTURER_FROM_FIELD; PART_NO_FROM_FIELD; SIZE_FROM_STRUCTURED_FIELD; STANDARD_FROM_SPECIFICATION; UNIT_FROM_FIELD,specification; structured_field
IOCL-110221,IOCL,"SPARE-Refinery Flare Sensor, SS316, SIZE 1/2 in NPT","spare-refinery flare sensor, ss316, size 1/2 in npt",Instrumentation,Refinery Flare Sensor,API 537,SS316,1/2 in NPT,,,,NOS,instrumentation,,,stainless steel,SS316,1/2 in NPT,,,,,,,,,,API 537,API 537,,,,,,,Yokogawa,YOK-RFS-1-2inNPT-10,NOS,9,True,size: '1/2 in NPT' vs '1/2 in'; material_grade: 'SS316' vs 'SS 316',FAMILY_INSTRUMENTATION; GRADE_FROM_STRUCTURED_FIELD; MANUFACTURER_FROM_FIELD; MATERIAL_STAINLESS_STEEL; PART_NO_FROM_FIELD; SIZE_FROM_STRUCTURED_FIELD; STANDARD_FROM_SPECIFICATION; UNIT_FROM_FIELD,description; specification; structured_field
BHEL-500240,BHEL,SPARE-11 kV TURBINE GENERATOR STATOR COIL - Copper,spare-11 kv turbine generator stator coil - copper,Electrical,Turbine Generator Stator Coil,IS 12066,Copper,11 kV,1000 m,,,MTR,electrical,,,,Copper,11 kV,,1000 m,,,,,,,,IS 12066,IS 12066,,,,,,,BHEL,BHE-TGSC-11kV-98,MTR,9,False,,FAMILY_ELECTRICAL; GRADE_FROM_STRUCTURED_FIELD; LENGTH_FROM_FIELD; MANUFACTURER_FROM_FIELD; PART_NO_FROM_FIELD; SIZE_FROM_STRUCTURED_FIELD; STANDARD_FROM_SPECIFICATION; UNIT_FROM_FIELD,specification; structured_field
NTPC-200227,NTPC,"BOILER FEED PUMP MOTOR, Copper Wound, SIZE 6.6 kV","boiler feed pump motor, copper wound, size 6.6 kv",Electrical,Boiler Feed Pump Motor,IS 12615,Copper Wound,6.6 kV,1000 m,,,MTR,electrical,,,,Copper Wound,6.6 kV,,1000 m,,,,,,,,IS 12615,IS 12615,,,,,,,Crompton Greaves,CROGRE-BFPM-6.6kV-15,MTR,9,False,,FAMILY_ELECTRICAL; GRADE_FROM_STRUCTURED_FIELD; LENGTH_FROM_FIELD; MANUFACTURER_FROM_FIELD; PART_NO_FROM_FIELD; SIZE_FROM_STRUCTURED_FIELD; STANDARD_FROM_SPECIFICATION; UNIT_FROM_FIELD,specification; structured_field
ONGC-100257,ONGC,6 in MUD PUMP LINER - Alloy Steel,6 in mud pump liner - alloy steel,Pumps,Mud Pump Liner,API 7K,Alloy Steel,6 in,,6 in,Zinc Plated,SET,pump,,,,Alloy Steel,6 in,,,,,6 in,,,,,API 7K,API 7K,zinc plated,,,,,,Kirloskar,KIR-MPL-6in-57,SET,10,False,,COATING_FROM_STRUCTURED_FIELD; DIAMETER_FROM_FIELD; FAMILY_PUMP; GRADE_FROM_STRUCTURED_FIELD; MANUFACTURER_FROM_FIELD; PART_NO_FROM_FIELD; SIZE_INCH; STANDARD_FROM_SPECIFICATION; UNIT_FROM_FIELD,description; specification; structured_field
NMDC-410236,NMDC,IND.M24 x 100 Ore Crusher Hammer - Manganese Steel,ind.m24 x 100 ore crusher hammer - manganese steel,Fasteners,Ore Crusher Hammer,IS 4772,Manganese Steel,M24 x 100,100 mm,,Zinc Plated,NOS,fastener,,,,Manganese Steel,M24 x 100,,100 mm,,,,,,,,IS 4772,IS 4772,zinc plated,,,,,,Unbrako,UNB-OCH-M24x100-85,NOS,10,True,size: 'M24 x 100' vs 'M24',COATING_FROM_STRUCTURED_FIELD; FAMILY_FASTENER; GRADE_FROM_STRUCTURED_FIELD; LENGTH_FROM_FIELD; MANUFACTURER_FROM_FIELD; PART_NO_FROM_FIELD; SIZE_FROM_STRUCTURED_FIELD; STANDARD_FROM_SPECIFICATION; UNIT_FROM_FIELD,specification; structured_field
IOCL-110222,IOCL,Refinery Flare Sensor SS316 1/2 in NPT,refinery flare sensor ss316 1/2 in npt,Instrumentation,Refinery Flare Sensor,API 537,SS316,1/2 in NPT,,,,NOS,instrumentation,,,stainless steel,SS316,1/2 in NPT,,,,,,,,,,API 537,API 537,,,,,,,Emerson,EME-RFS-1-2inNPT-50,NOS,9,True,size: '1/2 in NPT' vs '1/2 in'; material_grade: 'SS316' vs 'SS 316',FAMILY_INSTRUMENTATION; GRADE_FROM_STRUCTURED_FIELD; MANUFACTURER_FROM_FIELD; MATERIAL_STAINLESS_STEEL; PART_NO_FROM_FIELD; SIZE_FROM_STRUCTURED_FIELD; STANDARD_FROM_SPECIFICATION; UNIT_FROM_FIELD,description; specification; structured_field
BHEL-500241,BHEL,STORES ITEM Steam Turbine Control Valve ASTM A217 WC6 6 in,stores item steam turbine control valve astm a217 wc6 6 in,Valves,Steam Turbine Control Valve,ASME B16.34,ASTM A217 WC6,6 in,,6 in,,NOS,valve,,,,ASTM A217 WC6,6 in,,,,,6 in,,,,,ASME B16.34,ASME B16.34,,,,,,,Fouress,FOU-STCV-6in-56,NOS,9,True,material_grade: 'ASTM A217 WC6' vs 'ASTM A217',DIAMETER_FROM_FIELD; FAMILY_VALVE; GRADE_FROM_STRUCTURED_FIELD; MANUFACTURER_FROM_FIELD; PART_NO_FROM_FIELD; SIZE_INCH; STANDARD_FROM_SPECIFICATION; UNIT_FROM_FIELD,description; specification; structured_field
ONGC-100258,ONGC,2 in Christmas Tree Valve - ASTM A182 F22,2 in christmas tree valve - astm a182 f22,Valves,Christmas Tree Valve,API 6A,ASTM A182 F22,2 in,,2 in,,NOS,valve,,,,ASTM A182 F22,2 in,,,,,2 in,,,,,API 6A,API 6A,,,,,,,L&T Valves,L&TVAL-CTV-2in-13,NOS,9,True,material_grade: 'ASTM A182 F22' vs 'ASTM A182',DIAMETER_FROM_FIELD; FAMILY_VALVE; GRADE_FROM_STRUCTURED_FIELD; MANUFACTURER_FROM_FIELD; PART_NO_FROM_FIELD; SIZE_INCH; STANDARD_FROM_SPECIFICATION; UNIT_FROM_FIELD,description; specification; structured_field
NMDC-410237,NMDC,"IND.Ore Crusher Hammer, Manganese Steel, SIZE M24 x 100","ind.ore crusher hammer, manganese steel, size m24 x 100",Fasteners,Ore Crusher Hammer,IS 4772,Manganese Steel,M24 x 100,100 mm,,,NOS,fastener,,,,Manganese Steel,M24 x 100,,100 mm,,,,,,,,IS 4772,IS 4772,,,,,,,GKW,GKW-OCH-M24x100-74,NOS,9,True,size: 'M24 x 100' vs 'M24',FAMILY_FASTENER; GRADE_FROM_STRUCTURED_FIELD; LENGTH_FROM_FIELD; MANUFACTURER_FROM_FIELD; PART_NO_FROM_FIELD; SIZE_FROM_STRUCTURED_FIELD; STANDARD_FROM_SPECIFICATION; UNIT_FROM_FIELD,specification; structured_field
CIL-400241,Coal India,IND.MINE DEWATERING PUMP DN 150 Cast Iron,ind.mine dewatering pump dn 150 cast iron,Pumps,Mine Dewatering Pump,IS 5120,Cast Iron,DN 150,,DN 150,,SET,pump,,,,Cast Iron,DN 150,,,,,DN 150,,,,,IS 5120,IS 5120,,,,cast,,,Mather+Platt,MAT-MDP-DN150-52,SET,10,True,size: 'DN 150' vs 'DN150',CONSTRUCTION_CAST; DIAMETER_FROM_FIELD; FAMILY_PUMP; GRADE_FROM_STRUCTURED_FIELD; MANUFACTURER_FROM_FIELD; PART_NO_FROM_FIELD; SIZE_FROM_STRUCTURED_FIELD; STANDARD_FROM_SPECIFICATION; UNIT_FROM_FIELD,description; specification; structured_field
ONGC-100259,ONGC,MUD PUMP LINER 6 in Alloy Steel,mud pump liner 6 in alloy steel,Pumps,Mud Pump Liner,API 7K,Alloy Steel,6 in,,,,SET,pump,,,,Alloy Steel,6 in,,,,,,,,,,API 7K,API 7K,,,,,,,Kirloskar,KIR-MPL-6in-44,SET,8,False,,FAMILY_PUMP; GRADE_FROM_STRUCTURED_FIELD; MANUFACTURER_FROM_FIELD; PART_NO_FROM_FIELD; SIZE_INCH; STANDARD_FROM_SPECIFICATION; UNIT_FROM_FIELD,description; specification; structured_field
IOCL-110223,IOCL,REFINERY FLARE SENSOR SS316 1/2 in NPT,refinery flare sensor ss316 1/2 in npt,Instrumentation,Refinery Flare Sensor,API 537,SS316,1/2 in NPT,,,,NOS,instrumentation,,,stainless steel,SS316,1/2 in NPT,,,,,,,,,,API 537,API 537,,,,,,,Emerson,EME-RFS-1-2inNPT-75,NOS,9,True,size: '1/2 in NPT' vs '1/2 in'; material_grade: 'SS316' vs 'SS 316',FAMILY_INSTRUMENTATION; GRADE_FROM_STRUCTURED_FIELD; MANUFACTURER_FROM_FIELD; MATERIAL_STAINLESS_STEEL; PART_NO_FROM_FIELD; SIZE_FROM_STRUCTURED_FIELD; STANDARD_FROM_SPECIFICATION; UNIT_FROM_FIELD,description; specification; structured_field
NTPC-200228,NTPC,"IND.Boiler Feed Pump Motor, Copper Wound, SIZE 6.6 kV","ind.boiler feed pump motor, copper wound, size 6.6 kv",Electrical,Boiler Feed Pump Motor,IS 12615,Copper Wound,6.6 kV,500 m,,,MTR,electrical,,,,Copper Wound,6.6 kV,,500 m,,,,,,,,IS 12615,IS 12615,,,,,,,Havells,HAV-BFPM-6.6kV-22,MTR,9,False,,FAMILY_ELECTRICAL; GRADE_FROM_STRUCTURED_FIELD; LENGTH_FROM_FIELD; MANUFACTURER_FROM_FIELD; PART_NO_FROM_FIELD; SIZE_FROM_STRUCTURED_FIELD; STANDARD_FROM_SPECIFICATION; UNIT_FROM_FIELD,specification; structured_field
BHEL-500242,BHEL,6 in Steam Turbine Control Valve - ASTM A217 WC6,6 in steam turbine control valve - astm a217 wc6,Valves,Steam Turbine Control Valve,ASME B16.34,ASTM A217 WC6,6 in,,,,NOS,valve,,,,ASTM A217 WC6,6 in,,,,,,,,,,ASME B16.34,ASME B16.34,,,,,,,Audco,AUD-STCV-6in-26,NOS,8,True,material_grade: 'ASTM A217 WC6' vs 'ASTM A217',FAMILY_VALVE; GRADE_FROM_STRUCTURED_FIELD; MANUFACTURER_FROM_FIELD; PART_NO_FROM_FIELD; SIZE_INCH; STANDARD_FROM_SPECIFICATION; UNIT_FROM_FIELD,description; specification; structured_field
IOCL-110224,IOCL,SPARE-1/2 in NPT REFINERY FLARE SENSOR - SS316,spare-1/2 in npt refinery flare sensor - ss316,Instrumentation,Refinery Flare Sensor,API 537,SS316,1/2 in NPT,,,,NOS,instrumentation,,,stainless steel,SS316,1/2 in NPT,,,,,,,,,,API 537,API 537,,,,,,,Emerson,EME-RFS-1-2inNPT-42,NOS,9,True,size: '1/2 in NPT' vs '1/2 in'; material_grade: 'SS316' vs 'SS 316',FAMILY_INSTRUMENTATION; GRADE_FROM_STRUCTURED_FIELD; MANUFACTURER_FROM_FIELD; MATERIAL_STAINLESS_STEEL; PART_NO_FROM_FIELD; SIZE_FROM_STRUCTURED_FIELD; STANDARD_FROM_SPECIFICATION; UNIT_FROM_FIELD,description; specification; structured_field
NTPC-200229,NTPC,COAL BUNKER LEVEL SWITCH 0-15 m SS316,coal bunker level switch 0-15 m ss316,Instrumentation,Coal Bunker Level Switch,IEC 60529,SS316,0-15 m,,,,NOS,instrumentation,,,stainless steel,SS316,0-15 m,,,,,,,,,,IEC 60529,IEC 60529,,,,,,,Honeywell,HON-CBLS-0-15m-95,NOS,9,True,material_grade: 'SS316' vs 'SS 316',FAMILY_INSTRUMENTATION; GRADE_FROM_STRUCTURED_FIELD; MANUFACTURER_FROM_FIELD; MATERIAL_STAINLESS_STEEL; PART_NO_FROM_FIELD; SIZE_FROM_STRUCTURED_FIELD; STANDARD_FROM_SPECIFICATION; UNIT_FROM_FIELD,description; specification; structured_field
NTPC-200230,NTPC,IND.6.6 kV Boiler Feed Pump Motor - Copper Wound,ind.6.6 kv boiler feed pump motor - copper wound,Electrical,Boiler Feed Pump Motor,IS 12615,Copper Wound,6.6 kV,1000 m,,,MTR,electrical,,,,Copper Wound,6.6 kV,,1000 m,,,,,,,,IS 12615,IS 12615,,,,,,,Crompton Greaves,CROGRE-BFPM-6.6kV-91,MTR,9,False,,FAMILY_ELECTRICAL; GRADE_FROM_STRUCTURED_FIELD; LENGTH_FROM_FIELD; MANUFACTURER_FROM_FIELD; PART_NO_FROM_FIELD; SIZE_FROM_STRUCTURED_FIELD; STANDARD_FROM_SPECIFICATION; UNIT_FROM_FIELD,specification; structured_field
BHEL-500243,BHEL,11 kV Turbine Generator Stator Coil - Copper,11 kv turbine generator stator coil - copper,Electrical,Turbine Generator Stator Coil,IS 12066,Copper,11 kV,,,,MTR,electrical,,,,Copper,11 kV,,,,,,,,,,IS 12066,IS 12066,,,,,,,Havells,HAV-TGSC-11kV-90,MTR,8,False,,FAMILY_ELECTRICAL; GRADE_FROM_STRUCTURED_FIELD; MANUFACTURER_FROM_FIELD; PART_NO_FROM_FIELD; SIZE_FROM_STRUCTURED_FIELD; STANDARD_FROM_SPECIFICATION; UNIT_FROM_FIELD,specification; structured_field
SAIL-300242,SAIL,DN 200 Blast Furnace Tuyere - Copper Alloy,dn 200 blast furnace tuyere - copper alloy,Pipes & Fittings,Blast Furnace Tuyere,IS 2062,Copper Alloy,DN 200,3 m,DN 200,,MTR,pipe/fitting,,,,Copper Alloy,DN 200,,3 m,,,DN 200,,,,,IS 2062,IS 2062,,,,,,,Maharashtra Seamless,MAHSEA-BFT-DN200-51,MTR,10,True,size: 'DN 200' vs 'DN200',DIAMETER_FROM_FIELD; FAMILY_PIPE; GRADE_FROM_STRUCTURED_FIELD; LENGTH_FROM_FIELD; MANUFACTURER_FROM_FIELD; PART_NO_FROM_FIELD; SIZE_FROM_STRUCTURED_FIELD; STANDARD_FROM_SPECIFICATION; UNIT_FROM_FIELD,specification; structured_field
SAIL-300243,SAIL,"SPARE-BLAST FURNACE TUYERE, Copper Alloy, SIZE DN 200","spare-blast furnace tuyere, copper alloy, size dn 200",Pipes & Fittings,Blast Furnace Tuyere,IS 2062,Copper Alloy,DN 200,,DN 200,,MTR,pipe/fitting,,,,Copper Alloy,DN 200,,,,,DN 200,,,,,IS 2062,IS 2062,,,,,,,Maharashtra Seamless,MAHSEA-BFT-DN200-08,MTR,9,True,size: 'DN 200' vs 'DN200',DIAMETER_FROM_FIELD; FAMILY_PIPE; GRADE_FROM_STRUCTURED_FIELD; MANUFACTURER_FROM_FIELD; PART_NO_FROM_FIELD; SIZE_FROM_STRUCTURED_FIELD; STANDARD_FROM_SPECIFICATION; UNIT_FROM_FIELD,specification; structured_field
BHEL-500244,BHEL,SPARE-Turbine Generator Stator Coil Copper 11 kV,spare-turbine generator stator coil copper 11 kv,Electrical,Turbine Generator Stator Coil,IS 12066,Copper,11 kV,100 m,,,MTR,electrical,,,,Copper,11 kV,,100 m,,,,,,,,IS 12066,IS 12066,,,,,,,Havells,HAV-TGSC-11kV-30,MTR,9,False,,FAMILY_ELECTRICAL; GRADE_FROM_STRUCTURED_FIELD; LENGTH_FROM_FIELD; MANUFACTURER_FROM_FIELD; PART_NO_FROM_FIELD; SIZE_FROM_STRUCTURED_FIELD; STANDARD_FROM_SPECIFICATION; UNIT_FROM_FIELD,specification; structured_field
CIL-400242,Coal India,DN 150 Mine Dewatering Pump - Cast Iron,dn 150 mine dewatering pump - cast iron,Pumps,Mine Dewatering Pump,IS 5120,Cast Iron,DN 150,,,Epoxy Coated,SET,pump,,,,Cast Iron,DN 150,,,,,,,,,,IS 5120,IS 5120,epoxy coated,,,cast,,,Kirloskar,KIR-MDP-DN150-70,SET,10,True,size: 'DN 150' vs 'DN150',COATING_FROM_STRUCTURED_FIELD; CONSTRUCTION_CAST; FAMILY_PUMP; GRADE_FROM_STRUCTURED_FIELD; MANUFACTURER_FROM_FIELD; PART_NO_FROM_FIELD; SIZE_FROM_STRUCTURED_FIELD; STANDARD_FROM_SPECIFICATION; UNIT_FROM_FIELD,description; specification; structured_field
IOCL-110225,IOCL,REFINERY FLARE SENSOR SS316 1/2 in NPT,refinery flare sensor ss316 1/2 in npt,Instrumentation,Refinery Flare Sensor,API 537,SS316,1/2 in NPT,,,,NOS,instrumentation,,,stainless steel,SS316,1/2 in NPT,,,,,,,,,,API 537,API 537,,,,,,,ABB,ABB-RFS-1-2inNPT-38,NOS,9,True,size: '1/2 in NPT' vs '1/2 in'; material_grade: 'SS316' vs 'SS 316',FAMILY_INSTRUMENTATION; GRADE_FROM_STRUCTURED_FIELD; MANUFACTURER_FROM_FIELD; MATERIAL_STAINLESS_STEEL; PART_NO_FROM_FIELD; SIZE_FROM_STRUCTURED_FIELD; STANDARD_FROM_SPECIFICATION; UNIT_FROM_FIELD,description; specification; structured_field
CIL-400243,Coal India,SPARE-MINE DEWATERING PUMP Cast Iron DN 150,spare-mine dewatering pump cast iron dn 150,Pumps,Mine Dewatering Pump,IS 5120,Cast Iron,DN 150,,,,SET,pump,,,,Cast Iron,DN 150,,,,,,,,,,IS 5120,IS 5120,,,,cast,,,Kirloskar,KIR-MDP-DN150-62,SET,9,True,size: 'DN 150' vs 'DN150',CONSTRUCTION_CAST; FAMILY_PUMP; GRADE_FROM_STRUCTURED_FIELD; MANUFACTURER_FROM_FIELD; PART_NO_FROM_FIELD; SIZE_FROM_STRUCTURED_FIELD; STANDARD_FROM_SPECIFICATION; UNIT_FROM_FIELD,description; specification; structured_field
NMDC-410238,NMDC,DN 100 CONVEYOR IDLER ROLLER - Carbon Steel,dn 100 conveyor idler roller - carbon steel,Pipes & Fittings,Conveyor Idler Roller,IS 8598,Carbon Steel,DN 100,12 m,DN 100,Zinc Plated,MTR,pipe/fitting,,,carbon steel,Carbon Steel,DN 100,,12 m,,,DN 100,,,,,IS 8598,IS 8598,zinc plated,,,,,,Maharashtra Seamless,MAHSEA-CIR-DN100-88,MTR,12,True,size: 'DN 100' vs 'DN100',COATING_FROM_STRUCTURED_FIELD; DIAMETER_FROM_FIELD; FAMILY_PIPE; GRADE_FROM_STRUCTURED_FIELD; LENGTH_FROM_FIELD; MANUFACTURER_FROM_FIELD; MATERIAL_CARBON_STEEL; PART_NO_FROM_FIELD; SIZE_FROM_STRUCTURED_FIELD; STANDARD_FROM_SPECIFICATION; UNIT_FROM_FIELD,description; specification; structured_field
NTPC-200231,NTPC,STORES ITEM Boiler Feed Pump Motor Copper Wound 6.6 kV,stores item boiler feed pump motor copper wound 6.6 kv,Electrical,Boiler Feed Pump Motor,IS 12615,Copper Wound,6.6 kV,1000 m,,,MTR,electrical,,,,Copper Wound,6.6 kV,,1000 m,,,,,,,,IS 12615,IS 12615,,,,,,,Havells,HAV-BFPM-6.6kV-95,MTR,9,False,,FAMILY_ELECTRICAL; GRADE_FROM_STRUCTURED_FIELD; LENGTH_FROM_FIELD; MANUFACTURER_FROM_FIELD; PART_NO_FROM_FIELD; SIZE_FROM_STRUCTURED_FIELD; STANDARD_FROM_SPECIFICATION; UNIT_FROM_FIELD,specification; structured_field
HPCL-120229,HPCL,Tank Farm Level Gauge SS304 0-20 m,tank farm level gauge ss304 0-20 m,Instrumentation,Tank Farm Level Gauge,API 2350,SS304,0-20 m,,,,NOS,instrumentation,,,stainless steel,SS304,0-20 m,,,,,,,,,,API 2350,API 2350,,,,,,,Honeywell,HON-TFLG-0-20m-53,NOS,9,True,material_grade: 'SS304' vs 'SS 304',FAMILY_INSTRUMENTATION; GRADE_FROM_STRUCTURED_FIELD; MANUFACTURER_FROM_FIELD; MATERIAL_STAINLESS_STEEL; PART_NO_FROM_FIELD; SIZE_FROM_STRUCTURED_FIELD; STANDARD_FROM_SPECIFICATION; UNIT_FROM_FIELD,description; specification; structured_field
BHEL-500245,BHEL,STORES ITEM Steam Turbine Control Valve ASTM A217 WC6 6 in,stores item steam turbine control valve astm a217 wc6 6 in,Valves,Steam Turbine Control Valve,ASME B16.34,ASTM A217 WC6,6 in,,6 in,,NOS,valve,,,,ASTM A217 WC6,6 in,,,,,6 in,,,,,ASME B16.34,ASME B16.34,,,,,,,Audco,AUD-STCV-6in-19,NOS,9,True,material_grade: 'ASTM A217 WC6' vs 'ASTM A217',DIAMETER_FROM_FIELD; FAMILY_VALVE; GRADE_FROM_STRUCTURED_FIELD; MANUFACTURER_FROM_FIELD; PART_NO_FROM_FIELD; SIZE_INCH; STANDARD_FROM_SPECIFICATION; UNIT_FROM_FIELD,description; specification; structured_field
IOCL-110226,IOCL,Refinery Flare Sensor SS316 1/2 in NPT,refinery flare sensor ss316 1/2 in npt,Instrumentation,Refinery Flare Sensor,API 537,SS316,1/2 in NPT,,,,NOS,instrumentation,,,stainless steel,SS316,1/2 in NPT,,,,,,,,,,API 537,API 537,,,,,,,Honeywell,HON-RFS-1-2inNPT-46,NOS,9,True,size: '1/2 in NPT' vs '1/2 in'; material_grade: 'SS316' vs 'SS 316',FAMILY_INSTRUMENTATION; GRADE_FROM_STRUCTURED_FIELD; MANUFACTURER_FROM_FIELD; MATERIAL_STAINLESS_STEEL; PART_NO_FROM_FIELD; SIZE_FROM_STRUCTURED_FIELD; STANDARD_FROM_SPECIFICATION; UNIT_FROM_FIELD,description; specification; structured_field
NMDC-410239,NMDC,"IND.Ore Crusher Hammer, Manganese Steel, SIZE M24 x 100","ind.ore crusher hammer, manganese steel, size m24 x 100",Fasteners,Ore Crusher Hammer,IS 4772,Manganese Steel,M24 x 100,100 mm,,,NOS,fastener,,,,Manganese Steel,M24 x 100,,100 mm,,,,,,,,IS 4772,IS 4772,,,,,,,Sundram Fasteners,SUNFAS-OCH-M24x100-88,NOS,9,True,size: 'M24 x 100' vs 'M24',FAMILY_FASTENER; GRADE_FROM_STRUCTURED_FIELD; LENGTH_FROM_FIELD; MANUFACTURER_FROM_FIELD; PART_NO_FROM_FIELD; SIZE_FROM_STRUCTURED_FIELD; STANDARD_FROM_SPECIFICATION; UNIT_FROM_FIELD,specification; structured_field
SAIL-300244,SAIL,Rolling Mill Drive Motor Copper Wound 11 kV,rolling mill drive motor copper wound 11 kv,Electrical,Rolling Mill Drive Motor,IS 12615,Copper Wound,11 kV,100 m,,,MTR,electrical,,,,Copper Wound,11 kV,,100 m,,,,,,,,IS 12615,IS 12615,,,,,,,Havells,HAV-RMDM-11kV-49,MTR,9,False,,FAMILY_ELECTRICAL; GRADE_FROM_STRUCTURED_FIELD; LENGTH_FROM_FIELD; MANUFACTURER_FROM_FIELD; PART_NO_FROM_FIELD; SIZE_FROM_STRUCTURED_FIELD; STANDARD_FROM_SPECIFICATION; UNIT_FROM_FIELD,specification; structured_field
NTPC-200232,NTPC,"COAL BUNKER LEVEL SWITCH, SS316, SIZE 0-15 m","coal bunker level switch, ss316, size 0-15 m",Instrumentation,Coal Bunker Level Switch,IEC 60529,SS316,0-15 m,,,,NOS,instrumentation,,,stainless steel,SS316,0-15 m,,,,,,,,,,IEC 60529,IEC 60529,,,,,,,Emerson,EME-CBLS-0-15m-42,NOS,9,True,material_grade: 'SS316' vs 'SS 316',FAMILY_INSTRUMENTATION; GRADE_FROM_STRUCTURED_FIELD; MANUFACTURER_FROM_FIELD; MATERIAL_STAINLESS_STEEL; PART_NO_FROM_FIELD; SIZE_FROM_STRUCTURED_FIELD; STANDARD_FROM_SPECIFICATION; UNIT_FROM_FIELD,description; specification; structured_field
ONGC-100260,ONGC,SUBSEA WELLHEAD SENSOR SS316 5000 psi,subsea wellhead sensor ss316 5000 psi,Instrumentation,Subsea Wellhead Sensor,API 6A,SS316,5000 psi,,,,NOS,instrumentation,,,stainless steel,SS316,5000 psi,,,,,,,,,,API 6A,API 6A,,,,,,,Emerson,EME-SWS-5000psi-33,NOS,9,True,material_grade: 'SS316' vs 'SS 316',FAMILY_INSTRUMENTATION; GRADE_FROM_STRUCTURED_FIELD; MANUFACTURER_FROM_FIELD; MATERIAL_STAINLESS_STEEL; PART_NO_FROM_FIELD; SIZE_FROM_STRUCTURED_FIELD; STANDARD_FROM_SPECIFICATION; UNIT_FROM_FIELD,description; specification; structured_field
