CPSE,Sector,Material_Code,Material_Description,Material_Category,Material_Type,Specification,Material_Grade,Size,Length,Diameter,Coating,Unit,Manufacturer,Manufacturer_Part_No,Plant,Material_Status,Annual_Consumption,Last_Purchase_Date,Unit_Price_INR
ONGC,Oil & Gas,ONGC-100246,IND.Christmas Tree Valve ASTM A182 F22 2 in,Valves,Christmas Tree Valve,API 6A,ASTM A182 F22,2 in,,2 in,,NOS,KSB,KSB-CTV-2in-15,Ankleshwar Asset,Obsolete,13195,2024-09-04,4796.64
IOCL,Oil & Gas,IOCL-110207,"STORES ITEM Coker Slide Valve, ASTM A217 C5, SIZE 4 in",Valves,Coker Slide Valve,API 599,ASTM A217 C5,4 in,,,,NOS,KSB,KSB-CSV-4in-40,Panipat Refinery,Active,12333,2024-10-29,52559.13
Coal India,Mining,CIL-400222,"IND.MINE DEWATERING PUMP, Cast Iron, SIZE DN 150",Pumps,Mine Dewatering Pump,IS 5120,Cast Iron,DN 150,,,None,SET,KSB,KSB-MDP-DN150-20,Talcher Coalfields,Active,5328,2024-12-16,120055.67
IOCL,Oil & Gas,IOCL-110208,"STORES ITEM COKER SLIDE VALVE, ASTM A217 C5, SIZE 4 in",Valves,Coker Slide Valve,API 599,ASTM A217 C5,4 in,,,Zinc Plated,NOS,Audco,AUD-CSV-4in-81,Panipat Refinery,Slow-Moving,1791,2025-12-21,77751.73
HPCL,Oil & Gas,HPCL-120212,"LPG BOTTLING PUMP, Carbon Steel, SIZE DN 80",Pumps,LPG Bottling Pump,API 675,Carbon Steel,DN 80,,DN 80,,SET,WPIL,WPI-LBP-DN80-34,Bhatinda Refinery,Slow-Moving,9140,2024-09-14,59549.16
Coal India,Mining,CIL-400223,STORES ITEM Coal Cutter Pick Tungsten Carbide M20,Fasteners,Coal Cutter Pick,IS 4772,Tungsten Carbide,M20,,,Zinc Plated,NOS,GKW,GKW-CCP-M20-78,Talcher Coalfields,Active,12123,2024-12-11,2480.77
ONGC,Oil & Gas,ONGC-100247,SPARE-Mud Pump Liner 6 in Alloy Steel,Pumps,Mud Pump Liner,API 7K,Alloy Steel,6 in,,,,SET,Mather+Platt,MAT-MPL-6in-69,Uran Plant,Active,12325,2025-09-17,29523.26
HPCL,Oil & Gas,HPCL-120213,"LPG Bottling Pump, Carbon Steel, SIZE DN 80",Pumps,LPG Bottling Pump,API 675,Carbon Steel,DN 80,,DN 80,,SET,KSB,KSB-LBP-DN80-54,Mumbai Refinery,Active,10235,2025-04-26,127055.64
NTPC,Power,NTPC-200217,SPARE-Coal Bunker Level Switch 0-15 m SS316,Instrumentation,Coal Bunker Level Switch,IEC 60529,SS316,0-15 m,,,,NOS,Emerson,EME-CBLS-0-15m-16,Ramagundam STPS,Slow-Moving,3003,2024-11-08,14034.91
HPCL,Oil & Gas,HPCL-120214,"STORES ITEM LPG Bottling Pump, Carbon Steel, SIZE DN 80",Pumps,LPG Bottling Pump,API 675,Carbon Steel,DN 80,,,,SET,Mather+Platt,MAT-LBP-DN80-68,Bhatinda Refinery,Active,3895,2025-03-20,65847.64
Coal India,Mining,CIL-400224,SPARE-DN 150 Mine Dewatering Pump - Cast Iron,Pumps,Mine Dewatering Pump,IS 5120,Cast Iron,DN 150,,,Zinc Plated,SET,Kirloskar,KIR-MDP-DN150-38,Singareni Collieries,Active,10997,2024-02-01,124459.84
HPCL,Oil & Gas,HPCL-120215,STORES ITEM 0-20 m TANK FARM LEVEL GAUGE - SS304,Instrumentation,Tank Farm Level Gauge,API 2350,SS304,0-20 m,,,,NOS,Yokogawa,YOK-TFLG-0-20m-01,Visakh Refinery,Slow-Moving,1538,2024-04-30,17310.46
NMDC,Mining,NMDC-410219,SPARE-Ore Crusher Hammer Manganese Steel M24 x 100,Fasteners,Ore Crusher Hammer,IS 4772,Manganese Steel,M24 x 100,100 mm,,None,NOS,Precision Fasteners,PREFAS-OCH-M24x100-79,Bailadila Iron Ore Mine,Active,10224,2025-07-06,923.55
IOCL,Oil & Gas,IOCL-110209,SPARE-REFINERY FLARE SENSOR 1/2 in NPT SS316,Instrumentation,Refinery Flare Sensor,API 537,SS316,1/2 in NPT,,,,NOS,Emerson,EME-RFS-1-2inNPT-82,Haldia Refinery,Active,10266,2024-02-27,66245.25
HPCL,Oil & Gas,HPCL-120216,STORES ITEM 0-20 m TANK FARM LEVEL GAUGE - SS304,Instrumentation,Tank Farm Level Gauge,API 2350,SS304,0-20 m,,,,NOS,Honeywell,HON-TFLG-0-20m-04,Mumbai Refinery,Active,3019,2025-08-14,70402.47
HPCL,Oil & Gas,HPCL-120217,IND.DN 80 LPG Bottling Pump - Carbon Steel,Pumps,LPG Bottling Pump,API 675,Carbon Steel,DN 80,,,None,SET,WPIL,WPI-LBP-DN80-75,Visakh Refinery,Active,8852,2025-01-27,103699.01
IOCL,Oil & Gas,IOCL-110210,IND.4 in COKER SLIDE VALVE - ASTM A217 C5,Valves,Coker Slide Valve,API 599,ASTM A217 C5,4 in,,4 in,Zinc Plated,NOS,Audco,AUD-CSV-4in-80,Panipat Refinery,Active,14118,2024-06-01,63753.82
SAIL,Steel,SAIL-300233,IND.DN 200 Blast Furnace Tuyere - Copper Alloy,Pipes & Fittings,Blast Furnace Tuyere,IS 2062,Copper Alloy,DN 200,12 m,DN 200,PTFE Lined,MTR,Tata Steel,TATSTE-BFT-DN200-26,Rourkela Steel Plant,Active,6127,2024-04-14,32172.44
NMDC,Mining,NMDC-410220,"IND.CONVEYOR IDLER ROLLER, Carbon Steel, SIZE DN 100",Pipes & Fittings,Conveyor Idler Roller,IS 8598,Carbon Steel,DN 100,,DN 100,Galvanized,MTR,Maharashtra Seamless,MAHSEA-CIR-DN100-37,Donimalai Iron Ore Mine,Active,10211,2024-05-16,16140.07
Coal India,Mining,CIL-400225,STORES ITEM MINE DEWATERING PUMP DN 150 Cast Iron,Pumps,Mine Dewatering Pump,IS 5120,Cast Iron,DN 150,,DN 150,Epoxy Coated,SET,Kirloskar,KIR-MDP-DN150-21,Singareni Collieries,Active,7044,2025-09-11,62147.62
NMDC,Mining,NMDC-410221,SPARE-Conveyor Idler Roller Carbon Steel DN 100,Pipes & Fittings,Conveyor Idler Roller,IS 8598,Carbon Steel,DN 100,6 m,DN 100,Zinc Plated,MTR,Jindal Pipes,JINPIP-CIR-DN100-52,Donimalai Iron Ore Mine,Active,9052,2025-06-19,11942.73
NTPC,Power,NTPC-200218,IND.6.6 kV BOILER FEED PUMP MOTOR - Copper Wound,Electrical,Boiler Feed Pump Motor,IS 12615,Copper Wound,6.6 kV,100 m,,,MTR,BHEL,BHE-BFPM-6.6kV-36,Vindhyachal STPS,Obsolete,12167,2025-09-17,112405.95
NMDC,Mining,NMDC-410222,CONVEYOR IDLER ROLLER Carbon Steel DN 100,Pipes & Fittings,Conveyor Idler Roller,IS 8598,Carbon Steel,DN 100,,100 mm,None,MTR,ISMT,ISM-CIR-DN100-90,Donimalai Iron Ore Mine,Active,1442,2024-09-24,35184.79
BHEL,Heavy Engineering,BHEL-500231,11 kV TURBINE GENERATOR STATOR COIL - Copper,Electrical,Turbine Generator Stator Coil,IS 12066,Copper,11 kV,100 m,,,MTR,Siemens,SIE-TGSC-11kV-68,Trichy Complex,Active,13636,2025-01-02,51271.46
NMDC,Mining,NMDC-410223,STORES ITEM Conveyor Idler Roller Carbon Steel DN 100,Pipes & Fittings,Conveyor Idler Roller,IS 8598,Carbon Steel,DN 100,6 m,DN 100,Epoxy Coated,MTR,Jindal Pipes,JINPIP-CIR-DN100-55,Kirandul Complex,Active,4322,2025-07-30,28271.28
HPCL,Oil & Gas,HPCL-120218,DN 80 LPG BOTTLING PUMP - Carbon Steel,Pumps,LPG Bottling Pump,API 675,Carbon Steel,DN 80,,DN 80,Epoxy Coated,SET,WPIL,WPI-LBP-DN80-03,Visakh Refinery,Slow-Moving,6743,2025-12-25,143961.79
NTPC,Power,NTPC-200219,Coal Bunker Level Switch SS316 0-15 m,Instrumentation,Coal Bunker Level Switch,IEC 60529,SS316,0-15 m,,,,NOS,ABB,ABB-CBLS-0-15m-92,Ramagundam STPS,Active,13672,2025-12-20,16784.75
HPCL,Oil & Gas,HPCL-120219,IND.0-20 m Tank Farm Level Gauge - SS304,Instrumentation,Tank Farm Level Gauge,API 2350,SS304,0-20 m,,,,NOS,Emerson,EME-TFLG-0-20m-17,Mumbai Refinery,Slow-Moving,8086,2025-03-14,54794.57
HPCL,Oil & Gas,HPCL-120220,0-20 m Tank Farm Level Gauge - SS304,Instrumentation,Tank Farm Level Gauge,API 2350,SS304,0-20 m,,,,NOS,ABB,ABB-TFLG-0-20m-81,Mumbai Refinery,Active,12481,2025-02-20,49611.92
ONGC,Oil & Gas,ONGC-100248,STORES ITEM Mud Pump Liner Alloy Steel 6 in,Pumps,Mud Pump Liner,API 7K,Alloy Steel,6 in,,6 in,Epoxy Coated,SET,KSB,KSB-MPL-6in-03,Mumbai Offshore Complex,Active,1427,2025-09-17,92853.81
NTPC,Power,NTPC-200220,SPARE-BOILER FEED PUMP MOTOR Copper Wound 6.6 kV,Electrical,Boiler Feed Pump Motor,IS 12615,Copper Wound,6.6 kV,1000 m,,,MTR,BHEL,BHE-BFPM-6.6kV-91,Ramagundam STPS,Slow-Moving,849,2024-08-09,3777.19
NMDC,Mining,NMDC-410224,DN 100 Conveyor Idler Roller - Carbon Steel,Pipes & Fittings,Conveyor Idler Roller,IS 8598,Carbon Steel,DN 100,12 m,DN 100,PTFE Lined,MTR,Maharashtra Seamless,MAHSEA-CIR-DN100-88,Donimalai Iron Ore Mine,Active,12843,2025-09-04,50938.81
NMDC,Mining,NMDC-410225,SPARE-Ore Crusher Hammer Manganese Steel M24 x 100,Fasteners,Ore Crusher Hammer,IS 4772,Manganese Steel,M24 x 100,100 mm,,Zinc Plated,NOS,Unbrako,UNB-OCH-M24x100-20,Kirandul Complex,Active,1504,2025-05-03,2823.8
ONGC,Oil & Gas,ONGC-100249,IND.CHRISTMAS TREE VALVE ASTM A182 F22 2 in,Valves,Christmas Tree Valve,API 6A,ASTM A182 F22,2 in,,,,NOS,Fouress,FOU-CTV-2in-60,Rajahmundry Asset,Slow-Moving,6409,2024-09-07,50704.6
NMDC,Mining,NMDC-410226,"SPARE-CONVEYOR IDLER ROLLER, Carbon Steel, SIZE DN 100",Pipes & Fittings,Conveyor Idler Roller,IS 8598,Carbon Steel,DN 100,,DN 100,Galvanized,MTR,Maharashtra Seamless,MAHSEA-CIR-DN100-64,Donimalai Iron Ore Mine,Obsolete,13801,2025-05-29,43360.65
Coal India,Mining,CIL-400226,"COAL CUTTER PICK, Tungsten Carbide, SIZE M20",Fasteners,Coal Cutter Pick,IS 4772,Tungsten Carbide,M20,,,,NOS,GKW,GKW-CCP-M20-96,Jharia Coalfields,Active,7680,2025-03-05,2883.98
BHEL,Heavy Engineering,BHEL-500232,6 in STEAM TURBINE CONTROL VALVE - ASTM A217 WC6,Valves,Steam Turbine Control Valve,ASME B16.34,ASTM A217 WC6,6 in,,6 in,,NOS,L&T Valves,L&TVAL-STCV-6in-54,Ranipet Complex,Active,5796,2024-07-23,67180.97
SAIL,Steel,SAIL-300234,DN 200 Blast Furnace Tuyere - Copper Alloy,Pipes & Fittings,Blast Furnace Tuyere,IS 2062,Copper Alloy,DN 200,1000 mm,DN 200,None,MTR,Tata Steel,TATSTE-BFT-DN200-08,Rourkela Steel Plant,Slow-Moving,13096,2025-02-22,9979.48
Coal India,Mining,CIL-400227,STORES ITEM DN 150 MINE DEWATERING PUMP - Cast Iron,Pumps,Mine Dewatering Pump,IS 5120,Cast Iron,DN 150,,DN 150,,SET,KSB,KSB-MDP-DN150-44,Singareni Collieries,Active,3003,2024-07-24,95071.25
HPCL,Oil & Gas,HPCL-120221,SPARE-Tank Farm Level Gauge SS304 0-20 m,Instrumentation,Tank Farm Level Gauge,API 2350,SS304,0-20 m,,,,NOS,Emerson,EME-TFLG-0-20m-88,Bhatinda Refinery,Active,9399,2024-03-21,61663.7
IOCL,Oil & Gas,IOCL-110211,REFINERY FLARE SENSOR 1/2 in NPT SS316,Instrumentation,Refinery Flare Sensor,API 537,SS316,1/2 in NPT,,,,NOS,Yokogawa,YOK-RFS-1-2inNPT-97,Mathura Refinery,Active,12590,2025-09-04,43343.37
NMDC,Mining,NMDC-410227,STORES ITEM CONVEYOR IDLER ROLLER DN 100 Carbon Steel,Pipes & Fittings,Conveyor Idler Roller,IS 8598,Carbon Steel,DN 100,1000 mm,DN 100,Galvanized,MTR,ISMT,ISM-CIR-DN100-58,Kirandul Complex,Active,5070,2025-04-26,44408.08
BHEL,Heavy Engineering,BHEL-500233,STORES ITEM STEAM TURBINE CONTROL VALVE ASTM A217 WC6 6 in,Valves,Steam Turbine Control Valve,ASME B16.34,ASTM A217 WC6,6 in,,,,NOS,Fouress,FOU-STCV-6in-36,Hazira Complex,Active,2462,2025-12-26,84317.97
ONGC,Oil & Gas,ONGC-100250,"SPARE-Mud Pump Liner, Alloy Steel, SIZE 6 in",Pumps,Mud Pump Liner,API 7K,Alloy Steel,6 in,,6 in,None,SET,Mather+Platt,MAT-MPL-6in-48,Uran Plant,Slow-Moving,11382,2024-08-25,146640.75
ONGC,Oil & Gas,ONGC-100251,"STORES ITEM MUD PUMP LINER, Alloy Steel, SIZE 6 in",Pumps,Mud Pump Liner,API 7K,Alloy Steel,6 in,,6 in,,SET,WPIL,WPI-MPL-6in-03,Rajahmundry Asset,Active,6969,2024-06-27,75277.75
HPCL,Oil & Gas,HPCL-120222,SPARE-LPG BOTTLING PUMP Carbon Steel DN 80,Pumps,LPG Bottling Pump,API 675,Carbon Steel,DN 80,,DN 80,PTFE Lined,SET,Kirloskar,KIR-LBP-DN80-05,Visakh Refinery,Slow-Moving,3543,2025-07-19,30383.86
IOCL,Oil & Gas,IOCL-110212,"Coker Slide Valve, ASTM A217 C5, SIZE 4 in",Valves,Coker Slide Valve,API 599,ASTM A217 C5,4 in,,4 in,,NOS,KSB,KSB-CSV-4in-39,Barauni Refinery,Active,4350,2024-10-15,85719.3
IOCL,Oil & Gas,IOCL-110213,SPARE-Refinery Flare Sensor 1/2 in NPT SS316,Instrumentation,Refinery Flare Sensor,API 537,SS316,1/2 in NPT,,,,NOS,Yokogawa,YOK-RFS-1-2inNPT-65,Gujarat Refinery,Active,12300,2025-11-29,83516.65
NMDC,Mining,NMDC-410228,"Conveyor Idler Roller, Carbon Steel, SIZE DN 100",Pipes & Fittings,Conveyor Idler Roller,IS 8598,Carbon Steel,DN 100,6 m,100 mm,None,MTR,ISMT,ISM-CIR-DN100-27,Bailadila Iron Ore Mine,Active,5871,2025-06-10,7849.16
Coal India,Mining,CIL-400228,IND.COAL CUTTER PICK M20 Tungsten Carbide,Fasteners,Coal Cutter Pick,IS 4772,Tungsten Carbide,M20,,,None,NOS,Precision Fasteners,PREFAS-CCP-M20-45,Talcher Coalfields,Active,9918,2024-12-01,2858.12
Coal India,Mining,CIL-400229,SPARE-COAL CUTTER PICK M20 Tungsten Carbide,Fasteners,Coal Cutter Pick,IS 4772,Tungsten Carbide,M20,,,,NOS,GKW,GKW-CCP-M20-22,Talcher Coalfields,Active,5705,2025-09-27,2696.61
HPCL,Oil & Gas,HPCL-120223,"LPG Bottling Pump, Carbon Steel, SIZE DN 80",Pumps,LPG Bottling Pump,API 675,Carbon Steel,DN 80,,,,SET,Kirloskar,KIR-LBP-DN80-69,Visakh Refinery,Obsolete,1115,2024-09-21,85788.09
NMDC,Mining,NMDC-410229,M24 x 100 Ore Crusher Hammer - Manganese Steel,Fasteners,Ore Crusher Hammer,IS 4772,Manganese Steel,M24 x 100,100 mm,,None,NOS,Sundram Fasteners,SUNFAS-OCH-M24x100-40,Bailadila Iron Ore Mine,Active,12248,2024-09-04,1914.2
ONGC,Oil & Gas,ONGC-100252,SPARE-Mud Pump Liner Alloy Steel 6 in,Pumps,Mud Pump Liner,API 7K,Alloy Steel,6 in,,,Galvanized,SET,Mather+Platt,MAT-MPL-6in-38,Ankleshwar Asset,Active,4137,2024-03-26,66487.71
Coal India,Mining,CIL-400230,SPARE-MINE DEWATERING PUMP DN 150 Cast Iron,Pumps,Mine Dewatering Pump,IS 5120,Cast Iron,DN 150,,DN 150,,SET,Kirloskar,KIR-MDP-DN150-25,Talcher Coalfields,Active,8779,2024-03-31,21991.38
IOCL,Oil & Gas,IOCL-110214,STORES ITEM REFINERY FLARE SENSOR SS316 1/2 in NPT,Instrumentation,Refinery Flare Sensor,API 537,SS316,1/2 in NPT,,,,NOS,Emerson,EME-RFS-1-2inNPT-39,Mathura Refinery,Slow-Moving,11648,2025-03-18,33366.32
NTPC,Power,NTPC-200221,IND.Coal Bunker Level Switch SS316 0-15 m,Instrumentation,Coal Bunker Level Switch,IEC 60529,SS316,0-15 m,,,,NOS,ABB,ABB-CBLS-0-15m-16,Vindhyachal STPS,Obsolete,14102,2025-09-04,80613.05
SAIL,Steel,SAIL-300235,STORES ITEM Rolling Mill Drive Motor 11 kV Copper Wound,Electrical,Rolling Mill Drive Motor,IS 12615,Copper Wound,11 kV,500 m,,,MTR,Siemens,SIE-RMDM-11kV-80,Bhilai Steel Plant,Slow-Moving,12308,2025-01-26,2031.88
NMDC,Mining,NMDC-410230,"SPARE-Ore Crusher Hammer, Manganese Steel, SIZE M24 x 100",Fasteners,Ore Crusher Hammer,IS 4772,Manganese Steel,M24 x 100,100 mm,,Zinc Plated,NOS,Unbrako,UNB-OCH-M24x100-94,Kirandul Complex,Slow-Moving,2073,2025-02-18,1213.24
HPCL,Oil & Gas,HPCL-120224,"STORES ITEM TANK FARM LEVEL GAUGE, SS304, SIZE 0-20 m",Instrumentation,Tank Farm Level Gauge,API 2350,SS304,0-20 m,,,,NOS,Yokogawa,YOK-TFLG-0-20m-82,Mumbai Refinery,Active,6292,2025-09-25,38252.12
NMDC,Mining,NMDC-410231,M24 x 100 Ore Crusher Hammer - Manganese Steel,Fasteners,Ore Crusher Hammer,IS 4772,Manganese Steel,M24 x 100,100 mm,,Zinc Plated,NOS,Sundram Fasteners,SUNFAS-OCH-M24x100-74,Donimalai Iron Ore Mine,Active,2329,2025-11-08,1750.55
Coal India,Mining,CIL-400231,Mine Dewatering Pump Cast Iron DN 150,Pumps,Mine Dewatering Pump,IS 5120,Cast Iron,DN 150,,DN 150,,SET,WPIL,WPI-MDP-DN150-21,Korba Coalfields,Slow-Moving,4429,2025-07-26,132905.64
Coal India,Mining,CIL-400232,SPARE-DN 150 Mine Dewatering Pump - Cast Iron,Pumps,Mine Dewatering Pump,IS 5120,Cast Iron,DN 150,,,PTFE Lined,SET,WPIL,WPI-MDP-DN150-79,Korba Coalfields,Active,11800,2024-02-15,64469.53
Coal India,Mining,CIL-400233,SPARE-Coal Cutter Pick M20 Tungsten Carbide,Fasteners,Coal Cutter Pick,IS 4772,Tungsten Carbide,M20,,,,NOS,Sundram Fasteners,SUNFAS-CCP-M20-03,Jharia Coalfields,Active,13677,2024-07-05,1253.91
SAIL,Steel,SAIL-300236,Blast Furnace Tuyere DN 200 Copper Alloy,Pipes & Fittings,Blast Furnace Tuyere,IS 2062,Copper Alloy,DN 200,12 m,80 mm,None,MTR,ISMT,ISM-BFT-DN200-89,Bokaro Steel Plant,Active,1416,2025-10-11,44242.91
Coal India,Mining,CIL-400234,"IND.MINE DEWATERING PUMP, Cast Iron, SIZE DN 150",Pumps,Mine Dewatering Pump,IS 5120,Cast Iron,DN 150,,DN 150,,SET,KSB,KSB-MDP-DN150-43,Jharia Coalfields,Active,8113,2025-06-27,72515.23
BHEL,Heavy Engineering,BHEL-500234,STEAM TURBINE CONTROL VALVE ASTM A217 WC6 6 in,Valves,Steam Turbine Control Valve,ASME B16.34,ASTM A217 WC6,6 in,,6 in,,NOS,Leader Valves,LEAVAL-STCV-6in-10,Trichy Complex,Active,14550,2024-05-21,22033.89
ONGC,Oil & Gas,ONGC-100253,SPARE-Subsea Wellhead Sensor SS316 5000 psi,Instrumentation,Subsea Wellhead Sensor,API 6A,SS316,5000 psi,,,,NOS,Honeywell,HON-SWS-5000psi-72,Ankleshwar Asset,Slow-Moving,4589,2025-11-12,45960.34
BHEL,Heavy Engineering,BHEL-500235,11 kV TURBINE GENERATOR STATOR COIL - Copper,Electrical,Turbine Generator Stator Coil,IS 12066,Copper,11 kV,100 m,,,MTR,ABB,ABB-TGSC-11kV-43,Trichy Complex,Slow-Moving,9226,2024-06-21,18207.82
SAIL,Steel,SAIL-300237,"SPARE-Rolling Mill Drive Motor, Copper Wound, SIZE 11 kV",Electrical,Rolling Mill Drive Motor,IS 12615,Copper Wound,11 kV,100 m,,,MTR,BHEL,BHE-RMDM-11kV-34,Bhilai Steel Plant,Active,2149,2025-07-28,22875.21
NTPC,Power,NTPC-200222,0-15 m Coal Bunker Level Switch - SS316,Instrumentation,Coal Bunker Level Switch,IEC 60529,SS316,0-15 m,,,,NOS,Honeywell,HON-CBLS-0-15m-61,Dadri Plant,Slow-Moving,2115,2025-11-04,51083.81
NMDC,Mining,NMDC-410232,"STORES ITEM CONVEYOR IDLER ROLLER, Carbon Steel, SIZE DN 100",Pipes & Fittings,Conveyor Idler Roller,IS 8598,Carbon Steel,DN 100,1000 mm,80 mm,Zinc Plated,MTR,Maharashtra Seamless,MAHSEA-CIR-DN100-96,Kirandul Complex,Active,2782,2025-01-11,26406.02
HPCL,Oil & Gas,HPCL-120225,IND.DN 80 LPG Bottling Pump - Carbon Steel,Pumps,LPG Bottling Pump,API 675,Carbon Steel,DN 80,,,Zinc Plated,SET,Kirloskar,KIR-LBP-DN80-68,Mumbai Refinery,Active,7206,2025-06-06,142107.2
Coal India,Mining,CIL-400235,SPARE-DN 150 MINE DEWATERING PUMP - Cast Iron,Pumps,Mine Dewatering Pump,IS 5120,Cast Iron,DN 150,,,None,SET,WPIL,WPI-MDP-DN150-65,Jharia Coalfields,Slow-Moving,3634,2025-05-06,66522.6
SAIL,Steel,SAIL-300238,IND.ROLLING MILL DRIVE MOTOR 11 kV Copper Wound,Electrical,Rolling Mill Drive Motor,IS 12615,Copper Wound,11 kV,1000 m,,,MTR,BHEL,BHE-RMDM-11kV-11,Rourkela Steel Plant,Obsolete,5331,2024-12-18,70123.58
Coal India,Mining,CIL-400236,SPARE-Coal Cutter Pick Tungsten Carbide M20,Fasteners,Coal Cutter Pick,IS 4772,Tungsten Carbide,M20,,,,NOS,Precision Fasteners,PREFAS-CCP-M20-36,Jharia Coalfields,Active,2613,2025-03-14,1943.89
BHEL,Heavy Engineering,BHEL-500236,IND.6 in STEAM TURBINE CONTROL VALVE - ASTM A217 WC6,Valves,Steam Turbine Control Valve,ASME B16.34,ASTM A217 WC6,6 in,,,,NOS,L&T Valves,L&TVAL-STCV-6in-55,Ranipet Complex,Active,5876,2024-11-21,3243.7
IOCL,Oil & Gas,IOCL-110215,Coker Slide Valve 4 in ASTM A217 C5,Valves,Coker Slide Valve,API 599,ASTM A217 C5,4 in,,,,NOS,L&T Valves,L&TVAL-CSV-4in-68,Barauni Refinery,Active,3434,2024-12-25,61063.91
HPCL,Oil & Gas,HPCL-120226,IND.DN 80 LPG Bottling Pump - Carbon Steel,Pumps,LPG Bottling Pump,API 675,Carbon Steel,DN 80,,,PTFE Lined,SET,Kirloskar,KIR-LBP-DN80-42,Bhatinda Refinery,Active,8640,2024-10-14,37418.28
NTPC,Power,NTPC-200223,STORES ITEM COAL BUNKER LEVEL SWITCH 0-15 m SS316,Instrumentation,Coal Bunker Level Switch,IEC 60529,SS316,0-15 m,,,,NOS,Yokogawa,YOK-CBLS-0-15m-71,Dadri Plant,Obsolete,13230,2025-10-10,91231.95
ONGC,Oil & Gas,ONGC-100254,SPARE-Christmas Tree Valve ASTM A182 F22 2 in,Valves,Christmas Tree Valve,API 6A,ASTM A182 F22,2 in,,2 in,Epoxy Coated,NOS,Leader Valves,LEAVAL-CTV-2in-29,Rajahmundry Asset,Active,12286,2025-05-12,14335.76
IOCL,Oil & Gas,IOCL-110216,STORES ITEM 4 in COKER SLIDE VALVE - ASTM A217 C5,Valves,Coker Slide Valve,API 599,ASTM A217 C5,4 in,,4 in,Galvanized,NOS,KSB,KSB-CSV-4in-51,Gujarat Refinery,Obsolete,13561,2025-02-16,37505.69
HPCL,Oil & Gas,HPCL-120227,SPARE-TANK FARM LEVEL GAUGE 0-20 m SS304,Instrumentation,Tank Farm Level Gauge,API 2350,SS304,0-20 m,,,,NOS,Yokogawa,YOK-TFLG-0-20m-96,Visakh Refinery,Active,11369,2024-06-05,10361.74
Coal India,Mining,CIL-400237,DN 150 Mine Dewatering Pump - Cast Iron,Pumps,Mine Dewatering Pump,IS 5120,Cast Iron,DN 150,,DN 150,,SET,KSB,KSB-MDP-DN150-95,Singareni Collieries,Obsolete,11889,2025-10-26,150000.0
NTPC,Power,NTPC-200224,IND.Boiler Feed Pump Motor Copper Wound 6.6 kV,Electrical,Boiler Feed Pump Motor,IS 12615,Copper Wound,6.6 kV,100 m,,,MTR,Havells,HAV-BFPM-6.6kV-71,Vindhyachal STPS,Active,4306,2024-08-10,60729.39
Coal India,Mining,CIL-400238,SPARE-MINE DEWATERING PUMP DN 150 Cast Iron,Pumps,Mine Dewatering Pump,IS 5120,Cast Iron,DN 150,,DN 150,,SET,Mather+Platt,MAT-MDP-DN150-58,Talcher Coalfields,Active,14692,2025-07-30,97746.03
IOCL,Oil & Gas,IOCL-110217,SPARE-REFINERY FLARE SENSOR 1/2 in NPT SS316,Instrumentation,Refinery Flare Sensor,API 537,SS316,1/2 in NPT,,,,NOS,Emerson,EME-RFS-1-2inNPT-09,Haldia Refinery,Slow-Moving,9946,2024-06-18,9155.7
Coal India,Mining,CIL-400239,M20 Coal Cutter Pick - Tungsten Carbide,Fasteners,Coal Cutter Pick,IS 4772,Tungsten Carbide,M20,,,,NOS,Unbrako,UNB-CCP-M20-80,Singareni Collieries,Active,7846,2024-10-05,2296.07
BHEL,Heavy Engineering,BHEL-500237,SPARE-6 in STEAM TURBINE CONTROL VALVE - ASTM A217 WC6,Valves,Steam Turbine Control Valve,ASME B16.34,ASTM A217 WC6,6 in,,6 in,Epoxy Coated,NOS,Leader Valves,LEAVAL-STCV-6in-03,Ranipet Complex,Active,11655,2024-08-03,21286.24
SAIL,Steel,SAIL-300239,DN 200 Blast Furnace Tuyere - Copper Alloy,Pipes & Fittings,Blast Furnace Tuyere,IS 2062,Copper Alloy,DN 200,12 m,DN 200,,MTR,Maharashtra Seamless,MAHSEA-BFT-DN200-73,Bokaro Steel Plant,Slow-Moving,14117,2024-02-25,51816.19
BHEL,Heavy Engineering,BHEL-500238,STORES ITEM STEAM TURBINE CONTROL VALVE 6 in ASTM A217 WC6,Valves,Steam Turbine Control Valve,ASME B16.34,ASTM A217 WC6,6 in,,,,NOS,KSB,KSB-STCV-6in-27,Bhopal Complex,Obsolete,10928,2024-02-18,20784.46
IOCL,Oil & Gas,IOCL-110218,1/2 in NPT REFINERY FLARE SENSOR - SS316,Instrumentation,Refinery Flare Sensor,API 537,SS316,1/2 in NPT,,,,NOS,ABB,ABB-RFS-1-2inNPT-59,Barauni Refinery,Active,1225,2025-11-06,20837.96
SAIL,Steel,SAIL-300240,SPARE-ROLLING MILL DRIVE MOTOR 11 kV Copper Wound,Electrical,Rolling Mill Drive Motor,IS 12615,Copper Wound,11 kV,500 m,,,MTR,ABB,ABB-RMDM-11kV-60,Durgapur Steel Plant,Active,4479,2025-10-25,5745.07
BHEL,Heavy Engineering,BHEL-500239,6 in Steam Turbine Control Valve - ASTM A217 WC6,Valves,Steam Turbine Control Valve,ASME B16.34,ASTM A217 WC6,6 in,,6 in,,NOS,KSB,KSB-STCV-6in-20,Bhopal Complex,Obsolete,5776,2025-07-19,43400.78
